thomas_num,thomas_name,last_name,first_name,icpsr,congress,year,st_name,cd,dem,majority,elected,female,afam,latino,votepct,votepct_sq,dwnom1,meddist,majdist,deleg_size,speaker,chair,subchr,power,budget,seniority,sensq,state_leg,state_leg_prof,maj_leader,min_leader,south,south_dem,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les,leslag
7046,"Serrano, Jose",Serrano, Jose,29134,108,2003,NY,16,1,0,1990,0,0,1,92,8464,-0.524999976,0.779999971,1.024999976,29,0,0,0,1,0,7,49,1,0.658999979,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0.172665745,0.171676964
7047,"Sessions, Pete",Sessions, Pete,29759,108,2003,TX,32,0,1,1996,0,0,0,68,4624,0.690999985,0.43599999,0.190999985,32,0,0,0,1,0,4,16,0,0,0,0,1,0,2,1,2,1,0,15,1,1,0,0,3,1,1,1,0,20,3,4,2,0,1.551083326,0.421201438
7048,"Shadegg, John",Shadegg, John,29501,108,2003,AZ,3,0,1,1994,0,0,0,67,4489,0.848999977,0.593999982,0.348999977,8,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0.315447032,0.306261867
7049,"Shaw, E.",Shaw, E.,14860,108,2003,FL,22,0,1,1980,0,0,0,61,3721,0.328999996,0.073999994,0.171000004,25,0,0,1,1,0,12,144,0,0,0,0,1,0,0,0,0,0,0,18,3,3,2,2,1,0,0,0,0,19,3,3,2,2,1.780433416,2.129110336
7050,"Shays, Christopher",Shays, Christopher,15449,108,2003,CT,4,0,1,1987,0,0,0,64,4096,0.215000004,0.039999995,0.284999996,5,0,0,1,0,1,9,81,1,0.200000003,0,0,0,0,1,0,0,0,0,19,0,1,1,1,1,0,0,0,0,21,0,1,1,1,0.869948268,1.275675297
7051,"Sherman, Brad",Sherman, Brad,29707,108,2003,CA,27,1,0,1996,0,0,0,62,3844,-0.379000008,0.634000003,0.879000008,53,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.166024759,0.224330917
7052,"Sherwood, Don",Sherwood, Don,29933,108,2003,PA,10,0,1,1998,0,0,0,93,8649,0.407999992,0.152999997,0.092000008,19,0,0,0,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0.269511968,0.015606997
7053,"Shimkus, John",Shimkus, John,29718,108,2003,IL,19,0,1,1996,0,0,0,55,3025,0.467000008,0.212000012,0.032999992,19,0,0,0,0,0,4,16,0,0,0,0,0,0,1,1,1,1,0,13,4,3,3,3,1,0,0,0,0,15,5,4,4,3,2.968939781,3.643614769
7054,"Shuster, Bill",Shuster, Bill,20134,108,2003,PA,9,0,1,2001,0,0,0,71,5041,0.518999994,0.263999999,0.018999994,19,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0.119537823,0.725601554
7055,"Simmons, Rob",Simmons, Rob,20109,108,2003,CT,2,0,1,2000,0,0,0,54,2916,0.224000007,0.030999994,0.275999993,5,0,0,1,0,0,2,4,1,0.178000003,0,0,0,0,1,0,1,1,0,16,3,3,3,1,2,1,0,0,1,19,4,4,4,2,2.223390579,1.100534201
7056,"Simpson, Michael",Simpson, Michael,29910,108,2003,ID,2,0,1,1998,0,0,0,68,4624,0.412999988,0.157999992,0.087000012,2,0,0,0,1,0,3,9,1,0.109999999,0,0,0,0,0,0,0,0,0,13,3,0,0,1,0,0,0,0,0,13,3,0,0,1,0.820317209,3.088063478
7057,"Skelton, Ike",Skelton, Ike,14451,108,2003,MO,4,1,0,1976,0,0,0,68,4624,-0.189999998,0.444999993,0.689999998,9,0,0,0,0,0,14,196,1,0.266000003,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.03320495,0.096725889
7058,"Slaughter, Louise",Slaughter, Louise,15444,108,2003,NY,28,1,0,1986,1,0,0,62,3844,-0.578999996,0.833999991,1.078999996,29,0,0,0,1,0,9,81,1,0.407000005,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0.410150647,0.234104961
7059,"Smith, Christopher",Smith, Christopher,14863,108,2003,NJ,4,0,1,1980,0,0,0,66,4356,0.228,0.027000001,0.272000015,13,0,1,0,0,0,12,144,0,0,0,0,0,0,2,2,2,2,2,37,17,15,13,11,2,0,0,0,0,41,19,17,15,13,11.50602245,10.17016602
7060,"Smith, Nick",Smith, Nick,29364,108,2003,MI,7,0,1,1992,0,0,0,60,3600,0.699000001,0.444000006,0.199000001,15,0,0,1,0,0,6,36,1,0.652999997,0,0,0,0,0,0,0,0,0,16,2,2,1,1,1,1,1,1,0,17,3,3,2,1,1.189689517,4.432044983
7061,"Smith, Lamar",Smith, Lamar,15445,108,2003,TX,21,0,1,1986,0,0,0,73,5329,0.5,0.245000005,0,32,0,0,1,0,0,9,81,1,0.191,0,0,1,0,2,2,2,2,0,18,14,10,7,4,0,0,0,0,0,20,16,12,9,4,6.49772644,5.626295567
7062,"Smith, Adam",Smith, Adam,29768,108,2003,WA,9,1,0,1996,0,0,0,59,3481,-0.27700001,0.532000005,0.77700001,9,0,0,0,0,0,4,16,1,0.197999999,0,0,0,0,0,0,0,0,0,15,2,1,0,0,0,0,0,0,0,15,2,1,0,0,0.580047727,0.81924355
7063,"Snyder, Vic",Snyder, Vic,29703,108,2003,AR,2,1,0,1996,0,0,0,93,8649,-0.272000015,0.52700001,0.772000015,4,0,0,0,0,0,4,16,1,0.104000002,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,3,1,1,1,1,0.162381828,0.015606997
7064,"Solis, Hilda",Solis, Hilda,20105,108,2003,CA,32,1,0,2000,1,0,1,69,4761,-0.559000015,0.81400001,1.059000015,53,0,0,0,0,0,2,4,1,0.569999993,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,1,1,1,11,2,2,2,2,0.924483538,0.35877347
7065,"Souder, Mark",Souder, Mark,29519,108,2003,IN,3,0,1,1994,0,0,0,63,3969,0.523999989,0.268999994,0.023999989,9,0,0,1,0,0,5,25,0,0,0,0,0,0,1,0,1,1,0,11,3,3,2,0,0,0,0,0,0,12,3,4,3,0,1.647785187,0.439385474
7066,"Spratt, John",Spratt, John,15064,108,2003,SC,5,1,0,1982,0,0,0,86,7396,-0.301999986,0.556999981,0.801999986,6,0,0,0,0,1,11,121,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.066409901,0.458113879
7067,"Stark, Fortney",Stark, Fortney,14053,108,2003,CA,13,1,0,1972,0,0,0,71,5041,-0.779999971,1.034999967,1.279999971,53,0,0,0,1,0,16,256,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0.40177992,0.377689332
7068,"Stearns, Cliff",Stearns, Cliff,15627,108,2003,FL,6,0,1,1988,0,0,0,65,4225,0.67900002,0.424000025,0.17900002,25,0,0,1,0,0,8,64,0,0,0,0,1,0,1,1,1,1,0,25,3,3,1,1,0,0,0,0,0,26,4,4,2,1,2.234388113,1.481522202
7069,"Stenholm, Charles",Stenholm, Charles,14664,108,2003,TX,17,1,0,1978,0,0,0,51,2601,-0.163000003,0.418000013,0.662999988,32,0,0,0,0,0,13,169,0,0,0,0,1,1,0,0,0,0,0,4,0,1,1,1,1,0,0,0,0,5,0,1,1,1,0.587706208,0.249524474
7070,"Strickland, Ted",Strickland, Ted,29747,108,2003,OH,6,1,0,1996,0,0,0,59,3481,-0.43599999,0.690999985,0.93599999,18,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0.265639603,0.202890962
7071,"Stupak, Bart",Stupak, Bart,29360,108,2003,MI,1,1,0,1992,0,0,0,68,4624,-0.412,0.666999996,0.912,15,0,0,0,0,0,6,36,1,0.652999997,0,0,0,0,0,0,0,0,0,33,0,0,0,0,4,0,0,0,0,37,0,0,0,0,0.561163664,1.121600032
7072,"Sullivan, John",Sullivan, John,20131,108,2003,OK,1,0,1,2002,0,0,0,56,3136,0.643000007,0.388000011,0.143000007,5,0,0,0,0,0,1,1,1,0.187999994,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.08301238,0.115081936
7073,"Sweeney, John",Sweeney, John,29927,108,2003,NY,20,0,1,1998,0,0,0,73,5329,0.344000012,0.089000009,0.155999988,29,0,0,0,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,18,1,1,1,0,0,0,0,0,0,18,1,1,1,0,0.657559752,1.153089404
7074,"Tancredo, Thomas",Tancredo, Thomas,29907,108,2003,CO,6,0,1,1998,0,0,0,67,4489,0.85799998,0.602999985,0.35799998,7,0,0,0,0,1,3,9,1,0.172000006,0,0,0,0,0,0,0,0,0,19,3,4,3,1,0,0,0,0,0,19,3,4,3,1,1.770557761,2.13206625
7075,"Tanner, John",Tanner, John,15628,108,2003,TN,8,1,0,1988,0,0,0,70,4900,-0.211999997,0.467000008,0.712000012,9,0,0,0,1,0,8,64,1,0.135000005,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.03320495,0.062427986
7076,"Tauscher, Ellen",Tauscher, Ellen,29705,108,2003,CA,10,1,0,1996,1,0,0,76,5776,-0.338,0.592999995,0.838,53,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.08301238,0.112370379
7077,"Tauzin, W.",Tauzin, W.,94679,108,2003,LA,3,0,1,1980,0,0,0,,,0.448000014,0.193000019,0.051999986,7,0,1,0,0,0,12,144,1,0.150000006,0,0,1,0,3,1,3,3,1,7,2,4,4,3,0,0,0,0,0,10,3,7,7,4,4.487980843,8.282376289
7078,"Taylor, Charles",Taylor, Charles,29135,108,2003,NC,11,0,1,1990,0,0,0,56,3136,0.532999992,0.277999997,0.032999992,13,0,0,1,1,0,7,49,1,0.202999994,0,0,1,0,2,2,2,2,1,4,1,1,1,0,0,0,0,0,0,6,3,3,3,1,2.467529058,2.620583773
7079,"Taylor, Gene",Taylor, Gene,15637,108,2003,MS,4,1,0,1989,0,0,0,75,5625,-0.156000003,0.411000013,0.656000018,4,0,0,0,0,0,8,64,1,0.159999996,0,0,1,1,0,0,0,0,0,5,1,1,0,0,1,1,1,1,1,6,2,2,1,1,0.431893796,0.070324309
7080,"Terry, Lee",Terry, Lee,29921,108,2003,NE,2,0,1,1998,0,0,0,63,3969,0.533999979,0.278999984,0.033999979,3,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.199229702,0.109248981
7081,"Thomas, William",Thomas, William,14669,108,2003,CA,22,0,1,1978,0,0,0,73,5329,0.398000002,0.143000007,0.101999998,53,0,1,0,1,0,13,169,1,0.526000023,0,0,0,0,10,6,10,6,3,12,2,4,3,2,0,0,0,0,0,22,8,14,9,5,8.940820694,8.43012619
7082,"Thompson, Bennie",Thompson, Bennie,29368,108,2003,MS,2,1,0,1993,0,1,0,55,3025,-0.503000021,0.758000016,1.003000021,4,0,0,0,0,0,6,36,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.08301238,0.299466878
7083,"Thompson, Mike",Thompson, Mike,29901,108,2003,CA,1,1,0,1998,0,0,0,64,4096,-0.423000008,0.678000033,0.922999978,53,0,0,0,0,1,3,9,1,0.569999993,0,0,0,0,0,0,0,0,0,17,3,2,1,1,2,0,0,0,0,19,3,2,1,1,1.249175549,1.255231738
7084,"Thornberry, Mac",Thornberry, Mac,29572,108,2003,TX,13,0,1,1994,0,0,0,79,6241,0.633000016,0.378000021,0.133000016,32,0,0,0,0,1,5,25,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,6,1,1,1,0,0.158075914,0.290654868
7085,"Tiahrt, Todd",Tiahrt, Todd,29524,108,2003,KS,4,0,1,1994,0,0,0,61,3721,0.52700001,0.272000015,0.02700001,4,0,0,0,1,0,5,25,1,0.151999995,0,0,0,0,0,0,0,0,0,8,1,2,1,0,2,1,1,1,1,10,2,3,2,1,0.732430756,0.156069964
7086,"Tiberi, Patrick",Tiberi, Patrick,20130,108,2003,OH,12,0,1,2000,0,0,0,64,4096,0.508000016,0.253000021,0.008000016,18,0,0,0,0,0,2,4,1,0.314999998,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,5,1,1,0,0,0.302716911,0.153313294
7087,"Tierney, John",Tierney, John,29730,108,2003,MA,6,1,0,1996,0,0,0,68,4624,-0.574000001,0.828999996,1.074000001,10,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.11621733,0.14046298
7088,"Toomey, Patrick",Toomey, Patrick,29935,108,2003,PA,15,0,1,1998,0,0,0,57,3249,0.768000007,0.513000011,0.268000007,19,0,0,1,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,2,0,0,0,0,11,2,1,0,0,0.487073898,1.623235464
7089,"Towns, Edolphus",Towns, Edolphus,15072,108,2003,NY,10,1,0,1982,0,1,0,98,9604,-0.512000024,0.76700002,1.012000084,29,0,0,0,0,0,11,121,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0.185947731,0.206012353
7090,"Turner, Jim",Turner, Jim,29758,108,2003,TX,2,1,0,1996,0,0,0,61,3721,-0.174999997,0.430000007,0.675000012,32,0,0,0,0,0,4,16,1,0.215000004,0,0,1,1,0,0,0,0,0,9,1,1,1,0,1,0,1,1,0,10,1,2,2,0,0.560939789,1.164987087
7091,"Turner, Michael",Turner, Michael,20342,108,2003,OH,3,0,1,2002,0,0,0,59,3481,0.391000003,0.136000007,0.108999997,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,5,1,1,0,0,0.302716911,
7092,"Udall, Mark",Udall, Mark,29906,108,2003,CO,2,1,0,1998,0,0,0,60,3600,-0.430000007,0.685000002,0.930000007,7,0,0,0,0,0,3,9,1,0.172000006,0,0,0,0,0,0,0,0,0,30,3,2,1,0,1,0,1,1,1,31,3,3,2,1,1.294715762,1.936680079
7093,"Udall, Tom",Udall, Tom,29924,108,2003,NM,3,1,0,1998,0,0,0,100,10000,-0.505999982,0.760999978,1.006000042,3,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,19,3,3,2,1,1,1,0,0,0,20,4,3,2,1,1.548730373,1.799286246
7094,"Upton, Fred",Upton, Fred,15446,108,2003,MI,6,0,1,1986,0,0,0,69,4761,0.384000003,0.129000008,0.115999997,15,0,0,1,0,0,9,81,0,0,0,0,0,0,4,3,4,3,1,9,2,2,2,0,0,0,0,0,0,13,5,6,5,1,3.909893751,0.92428875
7095,"Van Hollen, Chris",Van Hollen, Chris,20330,108,2003,MD,8,1,0,2002,0,0,0,52,2704,-0.426999986,0.681999981,0.926999986,8,0,0,0,0,0,1,1,1,0.188999996,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0.126178816,
7096,"Velazquez, Nydia",Velazquez, Nydia,29378,108,2003,NY,12,1,0,1992,1,0,1,96,9216,-0.587000012,0.842000008,1.087000012,29,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.066409901,0.546057403
7097,"Visclosky, Peter",Visclosky, Peter,15124,108,2003,IN,1,1,0,1984,0,0,0,67,4489,-0.458000004,0.713,0.958000004,9,0,0,0,1,0,10,100,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.11621733,0.093641981
7098,"Vitter, David",Vitter, David,29918,108,2003,LA,1,0,1,1999,0,0,0,,,0.519999981,0.264999986,0.019999981,7,0,0,0,1,1,3,9,1,0.143999994,0,0,1,0,0,0,0,0,0,22,1,1,1,0,0,0,0,0,0,22,1,1,1,0,0.723969638,0.280925959
7099,"Walden, Greg",Walden, Greg,29932,108,2003,OR,2,0,1,1998,0,0,0,72,5184,0.405000001,0.150000006,0.094999999,5,0,0,0,0,0,3,9,1,0.152999997,0,0,0,0,0,0,0,0,0,15,6,7,6,3,1,0,0,0,0,16,6,7,6,3,3.324747324,3.246710539
7100,"Walsh, James",Walsh, James,15630,108,2003,NY,25,0,1,1988,0,0,0,72,5184,0.287,0.032000002,0.213,29,0,0,1,1,0,8,64,0,0,0,0,0,0,2,2,2,1,1,8,1,1,1,1,0,0,0,0,0,10,3,3,2,2,2.526484489,2.613425732
7101,"Wamp, Zach",Wamp, Zach,29567,108,2003,TN,3,0,1,1994,0,0,0,65,4225,0.535000026,0.280000031,0.035000026,9,0,0,0,1,0,5,25,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.049807426,0.408171475
7102,"Waters, Maxine",Waters, Maxine,29106,108,2003,CA,35,1,0,1990,1,1,0,78,6084,-0.744000018,0.999000013,1.243999958,53,0,0,0,0,0,7,49,1,0.625,0,1,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0.302165061,0.429285228
7103,"Watson, Diane",Watson, Diane,20106,108,2003,CA,33,1,0,2001,1,1,0,83,6889,-0.592000008,0.847000003,1.092000008,53,0,0,0,0,0,2,4,1,0.569999993,0,0,0,0,0,0,0,0,0,6,1,1,1,0,3,1,2,2,2,9,2,3,3,2,0.697743058,0.165024325
7104,"Watt, Melvin",Watt, Melvin,29383,108,2003,NC,12,1,0,1992,0,1,0,65,4225,-0.568000019,0.823000014,1.068000078,13,0,0,0,0,0,6,36,1,0.202999994,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,3,0,1,1,1,0.140120611,0.414049536
7105,"Waxman, Henry",Waxman, Henry,14280,108,2003,CA,30,1,0,1974,0,0,0,70,4900,-0.521000028,0.776000023,1.021000028,53,0,0,0,0,0,15,225,1,0.526000023,0,0,0,0,0,0,0,0,0,12,1,1,1,0,1,0,1,1,1,13,1,2,2,1,0.664860547,0.321868867
7106,"Weiner, Anthony",Weiner, Anthony,29926,108,2003,NY,9,1,0,1998,0,0,0,66,4356,-0.453999996,0.708999991,0.953999996,29,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0.448266834,0.26531896
7107,"Weldon, Curt",Weldon, Curt,15447,108,2003,PA,7,0,1,1986,0,0,0,66,4356,0.282000005,0.027000004,0.217999995,19,0,0,1,0,0,9,81,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.132819802,0.320407569
7108,"Weldon, Dave",Weldon, Dave,29509,108,2003,FL,15,0,1,1994,0,0,0,63,3969,0.587000012,0.332000017,0.087000012,25,0,0,0,1,0,5,25,0,0,0,0,1,0,1,1,1,1,0,9,0,0,0,0,0,0,0,0,0,10,1,1,1,0,0.900057554,2.058446407
7109,"Weller, Jerry",Weller, Jerry,29516,108,2003,IL,11,0,1,1994,0,0,0,64,4096,0.395999998,0.141000003,0.104000002,19,0,0,0,1,0,5,25,1,0.301999986,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,3,3,3,3,19,3,3,3,3,0.653170228,1.535193086
7110,"Wexler, Robert",Wexler, Robert,29715,108,2003,FL,19,1,0,1996,0,0,0,72,5184,-0.432999998,0.688000023,0.932999969,25,0,0,0,0,0,4,16,1,0.248999998,0,0,1,1,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0.136140302,0.333802253
7111,"Whitfield, Ed",Whitfield, Ed,29525,108,2003,KY,1,0,1,1994,0,0,0,65,4225,0.402999997,0.148000002,0.097000003,6,0,0,0,0,0,5,25,1,0.101000004,0,0,1,0,0,0,0,0,0,8,2,2,1,0,1,0,0,0,0,9,2,2,1,0,0.714559972,0.115491778
7112,"Wicker, Roger",Wicker, Roger,29534,108,2003,MS,1,0,1,1994,0,0,0,71,5041,0.465999991,0.210999995,0.034000009,4,0,0,0,1,1,5,25,1,0.159999996,0,0,1,0,0,0,0,0,0,10,0,1,1,1,1,1,1,1,1,11,1,2,2,2,0.813177466,1.302693367
7113,"Wilson, Heather",Wilson, Heather,29779,108,2003,NM,1,0,1,1998,1,0,0,55,3025,0.335999995,0.080999993,0.164000005,3,0,0,0,0,0,3,9,0,0,0,0,0,0,1,0,0,0,0,14,2,1,0,1,1,1,1,1,1,16,3,2,1,2,0.996393859,1.339082718
7114,"Wilson, Joe",Wilson, Joe,20138,108,2003,SC,2,0,1,2001,0,0,0,84,7056,0.654999971,0.399999976,0.154999971,6,0,0,0,0,0,2,4,1,0.135000005,0,0,1,0,0,0,0,0,0,35,1,1,1,0,3,0,1,1,1,38,1,2,2,1,1.053358436,0.245122671
7115,"Wolf, Frank",Wolf, Frank,14869,108,2003,VA,10,0,1,1980,0,0,0,72,5184,0.361999989,0.106999986,0.138000011,11,0,0,1,1,0,12,144,0,0,0,0,1,0,3,2,2,2,1,7,1,1,0,0,0,0,0,0,0,10,3,3,2,1,2.411530972,2.295007944
7116,"Woolsey, Lynn",Woolsey, Lynn,29309,108,2003,CA,6,1,0,1992,1,0,0,67,4489,-0.662999988,0.917999983,1.162999988,53,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,0,0,0,0,0,0,12,1,1,1,0,0.557944894,0.309383273
7117,"Wu, David",Wu, David,29931,108,2003,OR,1,1,0,1998,0,0,0,63,3969,-0.412999988,0.667999983,0.912999988,5,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0.368574947,0.912885547
7118,"Wynn, Albert",Wynn, Albert,29355,108,2003,MD,4,1,0,1992,0,1,0,79,6241,-0.381999999,0.637000024,0.881999969,8,0,0,0,0,0,6,36,1,0.203999996,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0.202550203,0.296123087
7119,"Young, C.W.",Young, C.W.,13047,108,2003,FL,10,0,1,1970,0,0,0,100,10000,0.389999986,0.13499999,0.110000014,25,0,1,0,1,0,17,289,1,0.224000007,0,0,1,0,4,2,4,4,4,9,2,5,4,0,0,0,0,0,0,13,4,9,8,4,6.191919804,4.04551506
7120,"Young, Don",Young, Don,14066,108,2003,AK,1,0,1,1973,0,0,0,75,5625,0.386999995,0.131999999,0.113000005,1,0,1,0,0,0,16,256,1,0.319999993,0,0,0,0,11,11,10,4,2,41,15,22,16,8,0,0,0,0,0,52,26,32,20,10,16.30007172,15.76339436
7121,"Abercrombie, Neil",Abercrombie, Neil,15245,109,2005,HI,1,1,0,1990,0,0,0,63,3969,-0.409999996,0.713,0.924000025,2,0,0,0,0,0,8,64,1,0.275999993,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,1,1,0,0,11,2,1,0,0,0.309853226,0.35252434
7122,"Ackerman, Gary",Ackerman, Gary,15000,109,2005,NY,5,1,0,1983,0,0,0,71,5041,-0.444999993,0.747999966,0.958999991,29,0,0,0,0,0,12,144,1,0.407000005,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,1,1,1,1,5,2,2,1,1,0.421256185,0.149422273
7123,"Aderholt, Robert",Aderholt, Robert,29701,109,2005,AL,4,0,1,1996,0,0,0,75,5625,0.476000011,0.173000008,0.037999988,7,0,0,0,1,0,5,25,0,0,0,0,1,0,0,0,0,0,0,7,1,1,1,0,0,0,0,0,0,7,1,1,1,0,0.464199334,0.194318473
7124,"Akin, W.",Akin, W.,20123,109,2005,MO,2,0,1,2000,0,0,0,65,4225,0.726999998,0.423999995,0.213,9,0,0,0,0,0,3,9,1,0.197999999,0,0,0,0,1,1,1,1,0,6,1,0,0,0,0,0,0,0,0,7,2,1,1,0,0.966262519,1.142555475
7125,"Alexander, Rodney",Alexander, Rodney,90327,109,2005,LA,5,0,1,2002,0,0,0,,,0.453000009,0.150000006,0.06099999,7,0,0,0,1,0,2,4,1,0.143999994,0,0,1,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,4,0,1,1,0,0.300465316,
7126,"Allen, Thomas",Allen, Thomas,29728,109,2005,ME,1,1,0,1996,0,0,0,60,3600,-0.428000003,0.731000006,0.942000031,2,0,0,0,0,1,5,25,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.139855728,0.169345245
7127,"Andrews, Robert",Andrews, Robert,29132,109,2005,NJ,1,1,0,1990,0,0,0,75,5625,-0.393999994,0.696999967,0.907999992,13,0,0,0,0,0,8,64,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,1,0,0,0,0,120,0,0,0,0,1.667080402,1.729977965
7128,"Baca, Joe",Baca, Joe,29942,109,2005,CA,43,1,0,1999,0,0,1,66,4356,-0.361999989,0.664999962,0.875999987,53,0,0,0,0,0,4,16,1,0.569999993,0,0,0,0,0,0,0,0,0,14,0,1,1,0,4,0,0,0,0,18,0,1,1,0,0.451509506,0.865122855
7129,"Bachus, Spencer",Bachus, Spencer,29301,109,2005,AL,6,0,1,1992,0,0,0,99,9801,0.523000002,0.219999999,0.009000001,7,0,0,1,0,0,7,49,1,0.158000007,0,0,1,0,0,0,0,0,0,8,4,5,5,1,0,0,0,0,0,8,4,5,5,1,2.132315636,4.393753052
7130,"Baird, Brian",Baird, Brian,29938,109,2005,WA,3,1,0,1998,0,0,0,62,3844,-0.372000009,0.675000012,0.886000037,9,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,14,2,4,4,4,1,0,0,0,0,15,2,4,4,4,2.66306901,1.469484806
7131,"Baker, Richard",Baker, Richard,15401,109,2005,LA,6,0,1,1986,0,0,0,,,0.500999987,0.197999984,0.013000013,7,0,0,1,0,0,10,100,1,0.150000006,0,0,1,0,3,3,3,2,0,38,5,9,6,2,0,0,0,0,0,41,8,12,8,2,5.548249722,3.690027237
7132,"Baldwin, Tammy",Baldwin, Tammy,29940,109,2005,WI,2,1,0,1998,1,0,0,63,3969,-0.64200002,0.944999993,1.156000018,8,0,0,0,0,0,4,16,1,0.458999991,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,1,1,1,1,11,2,1,1,1,0.399831563,0.23243466
7133,"Barrett, J.",Barrett, J.,20347,109,2005,SC,3,0,1,2002,0,0,0,100,10000,0.782000005,0.479000002,0.268000007,6,0,0,0,0,1,2,4,1,0.135000005,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.111884587,0.136140302
7134,"Barrow, John",Barrow, John,20507,109,2005,GA,12,1,0,2004,0,0,0,52,2704,-0.07,0.372999996,0.583999991,13,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.097899012,
7135,"Bartlett, Roscoe",Bartlett, Roscoe,29356,109,2005,MD,6,0,1,1992,0,0,0,67,4489,0.617999971,0.314999968,0.103999972,8,0,0,1,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,18,0,1,1,1,0,0,0,0,0,18,0,1,1,1,0.806970119,0.149422273
