,thomas_num,thomas_name,first_name,last_name,icpsr,congress,year,st_name,cd,dem,majority,elected,female,votepct,votepct_sq,dwnom1,deleg_size,speaker,chair,subchr,power,budget,seniority,sensq,maj_leader,min_leader,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les
1535,1535,"Hutto, Earl", Earl,Hutto,14636,96,1979,FL,1,1,1,1978,0,63,3969,-0.07,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,4,2,2,2,2,7,2,2,2,2,0.21434854
1982,1982,"Hutto, Earl", Earl,Hutto,14636,97,1981,FL,1,1,1,1978,0,61,3721,-0.048,15,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,1,1,1,0,4,0,1,1,1,6,1,2,2,1,0.425060183
2407,2407,"Hutto, Earl", Earl,Hutto,14636,98,1983,FL,1,1,1,1978,0,74,5476,-0.026000001,19,0,0,0,0,0,3,9,0,0,0,0,0,0,0,4,0,0,0,0,3,1,1,1,1,7,1,1,1,1,0.15185596
2855,2855,"Hutto, Earl", Earl,Hutto,14636,99,1985,FL,1,1,1,1978,0,100,10000,-0.004,19,0,0,0,0,0,4,16,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,1,1,5,0,1,1,1,0.149676993
3299,3299,"Hutto, Earl", Earl,Hutto,14636,100,1987,FL,1,1,1,1978,0,64,4096,0.017999999,19,0,0,1,0,0,5,25,0,0,2,2,2,1,1,7,4,4,3,3,1,0,0,0,0,10,6,6,4,4,2.762200356
3740,3740,"Hutto, Earl", Earl,Hutto,14636,101,1989,FL,1,1,1,1978,0,67,4489,0.039999999,19,0,0,1,0,0,6,36,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,5,1,1,1,0,0.323946983
4189,4189,"Hutto, Earl", Earl,Hutto,14636,102,1991,FL,1,1,1,1978,0,52,2704,0.061999999,19,0,0,1,0,0,7,49,0,0,0,0,0,0,0,4,0,1,1,0,2,0,0,0,0,6,0,1,1,0,0.238531813
4637,4637,"Hutto, Earl", Earl,Hutto,14636,103,1993,FL,1,1,1,1978,0,52,2704,0.083999999,23,0,0,1,0,0,8,64,0,0,0,0,0,0,0,6,2,1,1,1,0,0,0,0,0,6,2,1,1,1,0.657001019
644,644,"Hyde, Henry", Henry,Hyde,14239,94,1975,IL,6,0,0,1974,0,53,2809,0.186000004,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0.098596603
1088,1088,"Hyde, Henry", Henry,Hyde,14239,95,1977,IL,6,0,0,1974,0,61,3721,0.202000007,24,0,0,0,0,0,2,4,0,0,0,0,0,0,0,44,0,0,0,0,15,2,2,2,1,59,2,2,2,1,0.424276173
1536,1536,"Hyde, Henry", Henry,Hyde,14239,96,1979,IL,6,0,0,1974,0,66,4356,0.217999995,24,0,0,0,0,0,3,9,0,0,0,0,0,0,0,18,0,0,0,0,1,1,1,1,1,19,1,1,1,1,0.282695591
1983,1983,"Hyde, Henry", Henry,Hyde,14239,97,1981,IL,6,0,0,1974,0,67,4489,0.233999997,24,0,0,0,0,0,4,16,0,0,2,0,0,0,0,14,1,0,0,0,1,0,0,0,0,17,1,0,0,0,0.27783969
2408,2408,"Hyde, Henry", Henry,Hyde,14239,98,1983,IL,6,0,0,1974,0,68,4624,0.25,22,0,0,0,0,0,5,25,0,0,1,0,0,0,0,8,2,0,0,0,2,0,0,0,0,11,2,0,0,0,0.233095795
2856,2856,"Hyde, Henry", Henry,Hyde,14239,99,1985,IL,6,0,0,1974,0,75,5625,0.26699999,22,0,0,0,0,0,6,36,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0.162913218
3300,3300,"Hyde, Henry", Henry,Hyde,14239,100,1987,IL,6,0,0,1974,0,75,5625,0.282999992,22,0,0,0,0,0,7,49,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.077508606
3741,3741,"Hyde, Henry", Henry,Hyde,14239,101,1989,IL,6,0,0,1974,0,74,5476,0.298999995,22,0,0,0,0,0,8,64,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.114734724
4190,4190,"Hyde, Henry", Henry,Hyde,14239,102,1991,IL,6,0,0,1974,0,67,4489,0.314999998,22,0,0,0,0,0,9,81,0,0,2,1,1,1,0,7,0,0,0,0,0,0,0,0,0,9,1,1,1,0,0.622064233
4638,4638,"Hyde, Henry", Henry,Hyde,14239,103,1993,IL,6,0,0,1974,0,66,4356,0.331,20,0,0,0,0,0,10,100,0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0.17509222
5092,5092,"Hyde, Henry", Henry,Hyde,14239,104,1995,IL,6,0,1,1974,0,73,5329,0.347000003,20,0,1,0,0,0,11,121,0,0,9,6,7,4,2,11,4,4,3,2,1,0,0,0,0,21,10,11,7,4,6.593078136
5533,5533,"Hyde, Henry", Henry,Hyde,14239,105,1997,IL,6,0,1,1974,0,64,4096,0.363999993,20,0,1,0,0,0,12,144,0,0,6,5,6,4,1,23,9,7,6,5,2,2,2,2,2,31,16,15,12,8,9.062207222
5978,5978,"Hyde, Henry", Henry,Hyde,14239,106,1999,IL,6,0,1,1974,0,67,4489,0.379999995,20,0,1,0,0,0,13,169,0,0,4,3,3,2,1,20,9,3,3,1,0,0,0,0,0,24,12,6,5,2,4.037276745
6418,6418,"Hyde, Henry", Henry,Hyde,14239,107,2001,IL,6,0,1,1974,0,59,3481,0.395999998,20,0,1,0,0,0,14,196,0,0,4,4,4,4,1,10,3,3,3,0,1,1,1,1,1,15,8,8,8,2,5.169981956
6871,6871,"Hyde, Henry", Henry,Hyde,14239,108,2003,IL,6,0,1,1974,0,65,4225,0.412,19,0,1,0,0,0,15,225,0,0,2,2,2,2,1,16,4,4,2,0,0,0,0,0,0,18,6,6,4,1,3.464883089
7313,7313,"Hyde, Henry", Henry,Hyde,14239,109,2005,IL,6,0,1,1974,0,56,3136,0.428000003,19,0,1,0,0,0,16,256,0,0,2,2,2,1,1,15,4,5,4,2,0,0,0,0,0,17,6,7,5,3,4.265923977
201,201,"Ichord, Richard", Richard,Ichord,10528,93,1973,MO,8,1,1,1960,0,62,3844,0.108000003,10,0,0,0,0,0,7,49,0,0,1,1,1,0,0,26,1,1,1,1,3,0,0,0,0,30,2,2,1,1,0.98550123
645,645,"Ichord, Richard", Richard,Ichord,10528,94,1975,MO,8,1,1,1960,0,70,4900,0.141000003,10,0,0,1,0,0,8,64,0,0,3,3,3,3,2,14,1,1,1,1,3,1,1,1,1,20,5,5,5,4,2.852859259
1089,1089,"Ichord, Richard", Richard,Ichord,10528,95,1977,MO,8,1,1,1960,0,69,4761,0.174999997,10,0,0,1,0,0,9,81,0,0,0,0,0,0,0,19,1,1,1,0,2,0,0,0,0,21,1,1,1,0,0.363819689
1537,1537,"Ichord, Richard", Richard,Ichord,10528,96,1979,MO,8,1,1,1960,0,60,3600,0.209000006,10,0,0,1,0,0,10,100,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0.066762708
4639,4639,"Inglis, Bob", Bob,Inglis,39300,103,1993,SC,4,0,0,1992,0,50,2500,0.441000015,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0.422097325
5093,5093,"Inglis, Bob", Bob,Inglis,39300,104,1995,SC,4,0,1,1992,0,73,5329,0.503000021,6,0,0,0,0,1,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.038261469
5534,5534,"Inglis, Bob", Bob,Inglis,39300,105,1997,SC,4,0,1,1992,0,71,5041,0.564999998,6,0,0,0,0,1,3,9,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0.16688925
7314,7314,"Inglis, Bob", Bob,Inglis,39300,109,2005,SC,4,0,1,2004,0,70,4900,0.626999974,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,13,1,1,1,0,1,1,1,1,1,14,2,2,2,1,0.686311305
7763,7763,"Inglis, Bob", Bob,Inglis,39300,110,2007,SC,4,0,0,2004,0,64,4096,0.688000023,6,0,0,0,0,0,2,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0.27573967
8211,8211,"Inglis, Bob", Bob,Inglis,39300,111,2009,SC,4,0,0,2004,0,60,3600,0.848999977,6,0,0,0,0,0,3,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.027911304
3301,3301,"Inhofe, James", James,Inhofe,15424,100,1987,OK,1,0,0,1986,0,55,3025,0.474999994,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.062006883
3742,3742,"Inhofe, James", James,Inhofe,15424,101,1989,OK,1,0,0,1986,0,52,2704,0.474999994,6,0,0,0,0,0,2,4,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,6,1,0,0,0,0.121408217
4191,4191,"Inhofe, James", James,Inhofe,15424,102,1991,OK,1,0,0,1986,0,56,3136,0.474999994,6,0,0,0,0,0,3,9,0,0,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0.529909849
4640,4640,"Inhofe, James", James,Inhofe,15424,103,1993,OK,1,0,0,1986,0,53,2809,0.474999994,6,0,0,0,0,0,4,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.015633233
4641,4641,"Inslee, Jay", Jay,Inslee,39311,103,1993,WA,4,1,1,1992,0,51,2601,NA,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1,2,2,0,0,0,0,0,0,6,1,2,2,0,0.553888619
5979,5979,"Inslee, Jay", Jay,Inslee,29937,106,1999,WA,1,1,0,1998,0,50,2500,-0.284000009,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.138790041
6419,6419,"Inslee, Jay", Jay,Inslee,29937,107,2001,WA,1,1,0,1998,0,55,3025,-0.335999995,9,0,0,0,0,0,2,4,0,0,0,0,0,0,0,11,1,1,1,1,0,0,0,0,0,11,1,1,1,1,0.850457549
6872,6872,"Inslee, Jay", Jay,Inslee,29937,108,2003,WA,1,1,0,1998,0,56,3136,-0.388000011,9,0,0,0,0,0,3,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.182627231
7315,7315,"Inslee, Jay", Jay,Inslee,29937,109,2005,WA,1,1,0,1998,0,62,3844,-0.439999998,9,0,0,0,0,0,4,16,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0.233661875
7764,7764,"Inslee, Jay", Jay,Inslee,29937,110,2007,WA,1,1,1,1998,0,68,4624,-0.492000014,9,0,0,0,0,0,5,25,0,0,0,0,0,0,0,33,0,2,2,1,1,0,0,0,0,34,0,2,2,1,1.121268749
8212,8212,"Inslee, Jay", Jay,Inslee,29937,111,2009,WA,1,1,1,1998,0,68,4624,-0.363000005,9,0,0,0,0,0,6,36,0,0,0,0,0,0,0,32,5,6,5,2,1,1,1,1,1,33,6,7,6,3,3.216166735
8671,8673,"Inslee, Jay", Jay,Inslee,29937,112,2011,WA,1,1,0,1998,0,58,3364,-0.379999995,9,0,0,0,0,0,7,49,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0.202061713
2857,2857,"Ireland, Andrew", Andrew,Ireland,14428,99,1985,FL,10,0,0,1976,0,62,3844,0.402999997,19,0,0,0,0,0,5,25,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,6,2,0,0,0,0.204748303
3302,3302,"Ireland, Andrew", Andrew,Ireland,14428,100,1987,FL,10,0,0,1976,0,71,5041,0.402999997,19,0,0,0,0,0,6,36,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0.104108743
3743,3743,"Ireland, Andrew", Andrew,Ireland,14428,101,1989,FL,10,0,0,1976,0,74,5476,0.402999997,19,0,0,0,0,0,7,49,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0.303988904
4192,4192,"Ireland, Andrew", Andrew,Ireland,14428,102,1991,FL,10,0,0,1976,0,100,10000,0.402999997,19,0,0,0,0,0,8,64,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0.178887874
1090,1090,"Ireland, Andrew", Andrew,Ireland,94428,95,1977,FL,8,1,1,1976,0,58,3364,0.025,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,1,1,1,1,0,10,1,1,1,0,0.106304958
1538,1538,"Ireland, Andrew", Andrew,Ireland,94428,96,1979,FL,8,1,1,1976,0,100,10000,0.025,15,0,0,0,0,0,2,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.043072715
1984,1984,"Ireland, Andrew", Andrew,Ireland,94428,97,1981,FL,8,1,1,1976,0,69,4761,0.025,15,0,0,1,0,0,3,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.024527056
2409,2409,"Ireland, Andrew", Andrew,Ireland,94428,98,1983,FL,10,1,1,1976,0,100,10000,0.025,19,0,0,1,0,0,4,16,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0.113819286
5980,5980,"Isakson, Johnny", Johnny,Isakson,29909,106,1999,GA,6,0,1,1999,0,65,4225,0.463,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.185053378
6420,6420,"Isakson, Johnny", Johnny,Isakson,29909,107,2001,GA,6,0,1,1999,0,75,5625,0.463,11,0,0,0,0,0,2,4,0,0,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0,9,1,1,1,0,0.517420471
6873,6873,"Isakson, Johnny", Johnny,Isakson,29909,108,2003,GA,6,0,1,1999,0,80,6400,0.463,13,0,0,0,0,0,3,9,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0.086332873
6421,6421,"Israel, Steve", Steve,Israel,20129,107,2001,NY,2,1,0,2000,0,48,2304,-0.319999993,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,0,0,0,0,1,0,1,1,1,17,0,1,1,1,0.364793897
6874,6874,"Israel, Steve", Steve,Israel,20129,108,2003,NY,2,1,0,2000,0,58,3364,-0.319999993,29,0,0,0,0,0,2,4,0,0,0,0,0,0,0,20,0,0,0,0,1,1,1,1,1,21,1,1,1,1,0.461226374
7316,7316,"Israel, Steve", Steve,Israel,20129,109,2005,NY,2,1,0,2000,0,67,4489,-0.319999993,29,0,0,0,0,0,3,9,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0.251740336
7765,7765,"Israel, Steve", Steve,Israel,20129,110,2007,NY,2,1,1,2000,0,70,4900,-0.319999993,29,0,0,0,1,0,4,16,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,28,1,0,0,0,0.437897921
8213,8213,"Israel, Steve", Steve,Israel,20129,111,2009,NY,2,1,1,2000,0,67,4489,-0.330000013,29,0,0,0,1,0,5,25,0,0,0,0,0,0,0,35,1,0,0,0,1,0,0,0,0,36,1,0,0,0,0.606593966
8672,8674,"Israel, Steve", Steve,Israel,20129,112,2011,NY,2,1,0,2000,0,56,3136,-0.351000011,29,0,0,0,0,0,6,36,0,0,0,0,0,0,0,54,0,0,0,0,1,0,0,0,0,55,0,0,0,0,0.7274189
6422,6422,"Issa, Darrell", Darrell,Issa,20107,107,2001,CA,48,0,1,2000,0,61,3721,0.588999987,52,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,2,1,0,0,1,0,1,1,1,11,2,2,1,1,0.624047279
6875,6875,"Issa, Darrell", Darrell,Issa,20107,108,2003,CA,49,0,1,2000,0,77,5929,0.588999987,53,0,0,0,0,0,2,4,0,0,0,0,0,0,0,15,4,2,1,0,1,0,0,0,0,16,4,2,1,0,1.053389549
7317,7317,"Issa, Darrell", Darrell,Issa,20107,109,2005,CA,49,0,1,2000,0,63,3969,0.588999987,53,0,0,1,0,0,3,9,0,0,0,0,0,0,0,21,3,5,5,1,2,0,1,1,1,23,3,6,6,2,2.308990955
7766,7766,"Issa, Darrell", Darrell,Issa,20107,110,2007,CA,49,0,0,2000,0,63,3969,0.588999987,53,0,0,0,0,0,4,16,0,0,0,0,0,0,0,17,2,5,5,1,2,1,1,1,1,19,3,6,6,2,1.759363294
8214,8214,"Issa, Darrell", Darrell,Issa,20107,111,2009,CA,49,0,0,2000,0,58,3364,0.783999979,53,0,0,0,0,0,5,25,0,0,0,0,0,0,0,18,2,4,3,2,0,0,0,0,0,18,2,4,3,2,2.060296774
8674,8676,"Issa, Darrell", Darrell,Issa,20107,112,2011,CA,49,0,1,2000,0,63,3969,0.832000017,53,0,1,0,0,0,6,36,0,0,3,2,2,1,0,24,7,5,2,1,1,1,0,0,0,28,10,7,3,1,3.85535717
4642,4642,"Istook, Ernest", Ernest,Istook,29392,103,1993,OK,5,0,0,1992,0,53,2809,0.474999994,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.062532932
5094,5094,"Istook, Ernest", Ernest,Istook,29392,104,1995,OK,5,0,1,1992,0,78,6084,0.495999992,6,0,0,0,1,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.019130735
5535,5535,"Istook, Ernest", Ernest,Istook,29392,105,1997,OK,5,0,1,1992,0,70,4900,0.51700002,6,0,0,0,1,0,3,9,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0.134343848
5981,5981,"Istook, Ernest", Ernest,Istook,29392,106,1999,OK,5,0,1,1992,0,68,4624,0.537999988,6,0,0,1,1,0,4,16,0,0,5,2,5,5,3,8,0,0,0,0,2,1,1,1,1,15,3,6,6,4,4.218139648
6423,6423,"Istook, Ernest", Ernest,Istook,29392,107,2001,OK,5,0,1,1992,0,68,4624,0.559000015,6,0,0,1,1,0,5,25,0,0,2,2,2,2,1,4,1,0,0,0,0,0,0,0,0,6,3,2,2,1,2.355309963
6876,6876,"Istook, Ernest", Ernest,Istook,29392,108,2003,OK,5,0,1,1992,0,62,3844,0.579999983,5,0,0,1,1,0,6,36,0,0,2,2,2,2,1,5,0,1,1,0,0,0,0,0,0,7,2,3,3,1,2.372825623
7318,7318,"Istook, Ernest", Ernest,Istook,29392,109,2005,OK,5,0,1,1992,0,66,4356,0.600000024,5,0,0,0,1,0,7,49,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.027971147
8216,8216,"Jackson Lee, Sheila", Sheila,Jackson Lee,29585,111,2009,IL,2,1,1,1995,0,89,7921,-0.531000018,19,0,0,0,1,0,8,64,0,0,0,0,0,0,0,45,3,2,2,1,4,0,0,0,0,49,3,2,2,1,1.83823812
8675,8677,"Jackson Lee, Sheila", Sheila,Jackson Lee,29573,112,2011,TX,18,1,0,1994,1,70,4900,-0.467999995,32,0,0,0,0,0,9,81,0,0,0,0,0,0,0,38,2,2,0,0,3,0,0,0,0,41,2,2,0,0,0.973874807
5096,5096,"Jackson-Lee, Sheila", Sheila,Jackson-Lee,29573,104,1995,TX,18,1,0,1994,1,73,5329,-0.430000007,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.038261469
5537,5537,"Jackson-Lee, Sheila", Sheila,Jackson-Lee,29573,105,1997,TX,18,1,0,1994,1,NA,NA,-0.446999997,30,0,0,0,0,0,2,4,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,6,1,1,0,0,0.315978378
5983,5983,"Jackson-Lee, Sheila", Sheila,Jackson-Lee,29573,106,1999,TX,18,1,0,1994,1,90,8100,-0.463,30,0,0,0,0,0,3,9,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0.277580082
6425,6425,"Jackson-Lee, Sheila", Sheila,Jackson-Lee,29573,107,2001,TX,18,1,0,1994,1,76,5776,-0.479000002,30,0,0,0,0,0,4,16,0,0,0,0,0,0,0,29,0,0,0,0,4,0,0,0,0,33,0,0,0,0,0.465088516
6878,6878,"Jackson-Lee, Sheila", Sheila,Jackson-Lee,29573,108,2003,TX,18,1,0,1994,1,77,5929,-0.495999992,32,0,0,0,0,0,5,25,0,0,0,0,0,0,0,22,0,0,0,0,6,0,0,0,1,28,0,0,0,1,0.439290762
7320,7320,"Jackson-Lee, Sheila", Sheila,Jackson-Lee,29573,109,2005,TX,18,1,0,1994,1,89,7921,-0.512000024,32,0,0,0,1,0,6,36,0,0,0,0,0,0,0,33,1,1,1,1,4,0,0,0,0,37,1,1,1,1,1.149719477
7768,7768,"Jackson-Lee, Sheila", Sheila,Jackson-Lee,29573,110,2007,TX,18,1,1,1994,1,77,5929,-0.528999984,32,0,0,1,0,0,7,49,0,0,0,0,0,0,0,40,4,3,2,0,1,0,0,0,0,41,4,3,2,0,1.293427229
5095,5095,"Jackson, Jesse", Jesse,Jackson,29585,104,1995,IL,2,1,0,1995,0,NA,NA,-0.620999992,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5536,5536,"Jackson, Jesse", Jesse,Jackson,29585,105,1997,IL,2,1,0,1995,0,94,8836,-0.619000018,20,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.036161561
5982,5982,"Jackson, Jesse", Jesse,Jackson,29585,106,1999,IL,2,1,0,1995,0,89,7921,-0.615999997,20,0,0,0,1,0,3,9,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0.293001175
6424,6424,"Jackson, Jesse", Jesse,Jackson,29585,107,2001,IL,2,1,0,1995,0,90,8100,-0.614000022,20,0,0,0,1,0,4,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.062427986
6877,6877,"Jackson, Jesse", Jesse,Jackson,29585,108,2003,IL,2,1,0,1995,0,82,6724,-0.611000001,19,0,0,0,1,0,5,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.016602475
7319,7319,"Jackson, Jesse", Jesse,Jackson,29585,109,2005,IL,2,1,0,1995,0,88,7744,-0.609000027,19,0,0,0,0,0,6,36,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,2,0,1,1,1,0.583200991
7767,7767,"Jackson, Jesse", Jesse,Jackson,29585,110,2007,IL,2,1,1,1995,0,85,7225,-0.606000006,19,0,0,0,1,0,7,49,0,0,0,0,0,0,0,6,1,1,1,0,1,1,1,1,1,7,2,2,2,1,0.467027068
8673,8675,"Jackson, Jesse", Jesse,Jackson,29585,112,2011,IL,2,1,0,1995,0,81,6561,-0.524999976,18,0,0,0,0,0,9,81,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0.148377657
8215,8215,"Jackson, Jesse", Jesse,Jackson,29573,111,2009,TX,18,1,1,1994,1,77,5929,-0.462000012,32,0,0,1,0,0,8,64,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0.275755852
646,646,"Jacobs, Andrew", Andrew,Jacobs,10742,94,1975,IN,11,1,1,1974,0,52,2704,-0.077,11,0,0,0,1,0,1,1,0,0,0,0,0,0,0,24,0,0,0,0,7,2,2,2,1,31,2,2,2,1,0.282829344
1091,1091,"Jacobs, Andrew", Andrew,Jacobs,10742,95,1977,IN,11,1,1,1974,0,61,3721,-0.079999998,11,0,0,0,1,0,2,4,0,0,1,1,1,1,0,36,0,0,0,0,9,3,3,3,3,46,4,4,4,3,0.972904325
1539,1539,"Jacobs, Andrew", Andrew,Jacobs,10742,96,1979,IN,11,1,1,1974,0,57,3249,-0.082999997,11,0,0,0,1,0,3,9,0,0,0,0,0,0,0,44,0,0,0,0,4,1,1,1,1,48,1,1,1,1,0.569129169
1985,1985,"Jacobs, Andrew", Andrew,Jacobs,10742,97,1981,IN,11,1,1,1974,0,57,3249,-0.086000003,11,0,0,1,1,0,4,16,0,0,1,1,1,1,1,40,0,0,0,0,3,0,0,0,0,44,1,1,1,1,1.625275135
2410,2410,"Jacobs, Andrew", Andrew,Jacobs,10742,98,1983,IN,10,1,1,1974,0,67,4489,-0.089000002,10,0,0,1,1,0,5,25,0,0,2,1,1,1,1,42,1,0,0,0,2,0,0,0,0,46,2,1,1,1,1.569620728
2858,2858,"Jacobs, Andrew", Andrew,Jacobs,10742,99,1985,IN,10,1,1,1974,0,59,3481,-0.092,10,0,0,0,1,0,6,36,0,0,0,0,0,0,0,40,0,0,0,0,1,0,0,0,0,41,0,0,0,0,0.617840707
3303,3303,"Jacobs, Andrew", Andrew,Jacobs,10742,100,1987,IN,10,1,1,1974,0,58,3364,-0.094999999,10,0,0,1,1,0,7,49,0,0,0,0,0,0,0,45,2,0,0,0,1,0,0,0,0,46,2,0,0,0,0.809684217
3744,3744,"Jacobs, Andrew", Andrew,Jacobs,10742,101,1989,IN,10,1,1,1974,0,61,3721,-0.097999997,10,0,0,1,1,0,8,64,0,0,1,0,0,0,0,36,1,0,0,0,0,0,0,0,0,37,1,0,0,0,0.603294075
4193,4193,"Jacobs, Andrew", Andrew,Jacobs,10742,102,1991,IN,10,1,1,1974,0,66,4356,-0.101000004,10,0,0,1,1,0,9,81,0,0,3,3,2,2,0,47,2,0,0,0,0,0,0,0,0,50,5,2,2,0,1.894615769
4643,4643,"Jacobs, Andrew", Andrew,Jacobs,10742,103,1993,IN,10,1,1,1974,0,64,4096,-0.104000002,10,0,0,1,1,0,10,100,0,0,4,2,2,2,2,59,8,0,0,0,2,0,0,0,0,65,10,2,2,2,3.560663223
5097,5097,"Jacobs, Andrew", Andrew,Jacobs,10742,104,1995,IN,10,1,0,1974,0,53,2809,-0.107000001,10,0,0,0,1,0,11,121,0,0,0,0,0,0,0,41,7,0,0,0,1,0,0,0,0,42,7,0,0,0,1.326554656
3745,3745,"James, Craig", Craig,James,15608,101,1989,FL,4,0,0,1988,0,50,2500,0.330000013,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.071709201
4194,4194,"James, Craig", Craig,James,15608,102,1991,FL,4,0,0,1988,0,56,3136,0.330000013,19,0,0,0,0,0,2,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.040656336
6879,6879,"Janklow, William", William,Janklow,20348,108,2003,SD,1,0,1,2002,0,53,2809,0.342000008,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.08301238
647,647,"Jarman, John", John,Jarman,94891,94,1975,OK,5,0,0,1950,0,52,2704,0.222000003,6,0,0,0,0,0,13,169,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.006878833
202,202,"Jarman, John", John,Jarman,4891,93,1973,OK,5,1,1,1950,0,60,3600,0.172999993,6,0,0,1,0,0,12,144,0,0,0,0,0,0,0,16,0,0,0,0,4,1,1,1,1,20,1,1,1,1,0.179434583
