,thomas_num,thomas_name,first_name,last_name,icpsr,congress,year,st_name,cd,dem,majority,elected,female,votepct,votepct_sq,dwnom1,deleg_size,speaker,chair,subchr,power,budget,seniority,sensq,maj_leader,min_leader,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les
2745,2745,"Courter, Jim", Jim,Courter,14614,99,1985,NJ,12,0,0,1978,0,65,4225,0.240999997,14,0,0,1,0,0,4,16,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,10,2,0,0,0,0.26622498
3189,3189,"Courter, Jim", Jim,Courter,14614,100,1987,NJ,12,0,0,1978,0,63,3969,0.238999993,14,0,0,0,0,0,5,25,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.124013767
3629,3629,"Courter, Jim", Jim,Courter,14614,101,1989,NJ,12,0,0,1978,0,70,4900,0.237000003,14,0,0,0,0,0,6,36,0,0,0,0,0,0,0,25,2,0,0,0,1,0,0,0,0,26,2,0,0,0,0.478022605
7654,7654,"Courtney, Joe", Joe,Courtney,20706,110,2007,CT,2,1,1,2006,0,50,2500,-0.370000005,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,2,1,1,0,1,1,1,1,1,24,3,2,2,1,0.767055154
8109,8109,"Courtney, Joe", Joe,Courtney,20706,111,2009,CT,2,1,1,2006,0,66,4356,-0.344999999,5,0,0,0,0,0,2,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0.18142347
8558,8559,"Courtney, Joe", Joe,Courtney,20706,112,2011,CT,2,1,0,2006,0,60,3600,-0.344999999,5,0,0,0,0,0,3,9,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0.297946483
3630,3630,"Cox, Christopher", Christopher,Cox,15601,101,1989,CA,40,0,0,1988,0,67,4489,0.465000004,45,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.071709201
4081,4081,"Cox, Christopher", Christopher,Cox,15601,102,1991,CA,40,0,0,1988,0,68,4624,0.490999997,45,0,0,0,0,0,2,4,0,0,0,0,0,0,0,7,2,1,0,0,3,1,1,1,1,10,3,2,1,1,0.385850459
4526,4526,"Cox, Christopher", Christopher,Cox,15601,103,1993,CA,47,0,0,1988,0,65,4225,0.51700002,52,0,0,0,0,1,3,9,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0.359564364
4975,4975,"Cox, Christopher", Christopher,Cox,15601,104,1995,CA,47,0,1,1988,0,72,5184,0.542999983,52,0,0,0,0,0,4,16,1,0,0,0,0,0,0,12,3,5,5,2,1,0,0,0,0,13,3,5,5,2,2.132581472
5420,5420,"Cox, Christopher", Christopher,Cox,15601,105,1997,CA,47,0,1,1988,0,66,4356,0.569000006,52,0,0,0,0,0,5,25,1,0,3,2,2,1,0,4,0,0,0,0,0,0,0,0,0,7,2,2,1,0,1.292994976
5870,5870,"Cox, Christopher", Christopher,Cox,15601,106,1999,CA,47,0,1,1988,0,68,4624,0.595000029,52,0,0,0,0,0,6,36,1,0,2,1,1,1,0,10,0,0,0,0,2,0,0,0,0,14,1,1,1,0,0.798170626
6308,6308,"Cox, Christopher", Christopher,Cox,15601,107,2001,CA,47,0,1,1988,0,66,4356,0.620999992,52,0,0,0,0,0,7,49,1,0,1,1,1,1,1,10,1,0,0,0,2,0,1,1,1,13,2,2,2,2,1.78202641
6761,6761,"Cox, Christopher", Christopher,Cox,15601,108,2003,CA,48,0,1,1988,0,68,4624,0.647000015,53,0,1,0,0,0,8,64,1,0,1,1,1,1,0,18,4,4,2,1,0,0,0,0,0,19,5,5,3,1,2.476886034
7205,7205,"Cox, Christopher", Christopher,Cox,15601,109,2005,CA,48,0,1,1988,0,65,4225,0.672999978,53,0,1,0,0,0,9,81,0,0,2,2,2,2,0,6,0,0,0,0,0,0,0,0,0,8,2,2,2,0,1.605057001
4082,4082,"Cox, John", John,Cox,29116,102,1991,IL,16,1,1,1990,0,55,3025,-0.324000001,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.027104223
1851,1851,"Coyne, James", James,Coyne,14807,97,1981,PA,8,0,0,1980,0,51,2601,0.191,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0.165015221
1852,1852,"Coyne, William", William,Coyne,14808,97,1981,PA,14,1,1,1980,0,70,4900,-0.499000013,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.024527056
2296,2296,"Coyne, William", William,Coyne,14808,98,1983,PA,14,1,1,1980,0,75,5625,-0.500999987,23,0,0,0,0,0,2,4,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0.182034627
2746,2746,"Coyne, William", William,Coyne,14808,99,1985,PA,14,1,1,1980,0,77,5929,-0.504000008,23,0,0,0,1,0,3,9,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0.163850829
3190,3190,"Coyne, William", William,Coyne,14808,100,1987,PA,14,1,1,1980,0,90,8100,-0.505999982,23,0,0,0,1,0,4,16,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0.201522365
3631,3631,"Coyne, William", William,Coyne,14808,101,1989,PA,14,1,1,1980,0,79,6241,-0.509000003,23,0,0,0,1,0,5,25,0,0,1,0,0,0,0,18,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0.345140934
4083,4083,"Coyne, William", William,Coyne,14808,102,1991,PA,14,1,1,1980,0,72,5184,-0.510999978,23,0,0,0,1,0,6,36,0,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0.366954863
4527,4527,"Coyne, William", William,Coyne,14808,103,1993,PA,14,1,1,1980,0,72,5184,-0.513999999,21,0,0,0,1,1,7,49,0,0,0,0,0,0,0,11,1,0,0,0,1,1,1,1,1,12,2,1,1,1,0.338567913
4976,4976,"Coyne, William", William,Coyne,14808,104,1995,PA,14,1,0,1980,0,64,4096,-0.515999973,21,0,0,0,1,1,8,64,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.076522939
5421,5421,"Coyne, William", William,Coyne,14808,105,1997,PA,14,1,0,1980,0,61,3721,-0.518000007,21,0,0,0,1,0,9,81,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.108484678
5871,5871,"Coyne, William", William,Coyne,14808,106,1999,PA,14,1,0,1980,0,61,3721,-0.521000028,21,0,0,0,1,0,10,100,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.123368919
6309,6309,"Coyne, William", William,Coyne,14808,107,2001,PA,14,1,0,1980,0,100,10000,-0.523000002,21,0,0,0,1,0,11,121,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0.299654335
1853,1853,"Craig, Larry", Larry,Craig,14809,97,1981,ID,1,0,0,1980,0,54,2916,0.495999992,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.110371754
2297,2297,"Craig, Larry", Larry,Craig,14809,98,1983,ID,1,0,0,1980,0,54,2916,0.495999992,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0.127462357
2747,2747,"Craig, Larry", Larry,Craig,14809,99,1985,ID,1,0,0,1980,0,69,4761,0.495999992,2,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.046107516
3191,3191,"Craig, Larry", Larry,Craig,14809,100,1987,ID,1,0,0,1980,0,65,4225,0.495999992,2,0,0,0,0,0,4,16,0,0,0,0,0,0,0,12,1,0,0,0,3,1,1,1,0,15,2,1,1,0,0.298110634
3632,3632,"Craig, Larry", Larry,Craig,14809,101,1989,ID,1,0,0,1980,0,66,4356,0.495999992,2,0,0,0,0,0,5,25,0,0,1,1,1,1,1,19,1,1,1,1,0,0,0,0,0,20,2,2,2,2,1.70085144
4084,4084,"Cramer, Robert", Robert,Cramer,29100,102,1991,AL,5,1,1,1990,0,67,4489,-0.122000001,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.040656336
4528,4528,"Cramer, Robert", Robert,Cramer,29100,103,1993,AL,5,1,1,1990,0,66,4356,-0.122000001,7,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0.094810665
4977,4977,"Cramer, Robert", Robert,Cramer,29100,104,1995,AL,5,1,0,1990,0,50,2500,-0.122000001,7,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5422,5422,"Cramer, Robert", Robert,Cramer,29100,105,1997,AL,5,1,0,1990,0,56,3136,-0.122000001,7,0,0,0,1,0,4,16,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0.057858493
5872,5872,"Cramer, Robert", Robert,Cramer,29100,106,1999,AL,5,1,0,1990,0,70,4900,-0.122000001,7,0,0,0,1,0,5,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.061684459
6310,6310,"Cramer, Robert", Robert,Cramer,29100,107,2001,AL,5,1,0,1990,0,89,7921,-0.122000001,7,0,0,0,1,0,6,36,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,3,1,1,1,1,0.725601554
6762,6762,"Cramer, Robert", Robert,Cramer,29100,108,2003,AL,5,1,0,1990,0,73,5329,-0.122000001,7,0,0,0,1,0,7,49,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.066409901
7206,7206,"Cramer, Robert", Robert,Cramer,29100,109,2005,AL,5,1,0,1990,0,73,5329,-0.122000001,7,0,0,0,1,0,8,64,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.055942293
7655,7655,"Cramer, Robert", Robert,Cramer,29100,110,2007,AL,5,1,1,1990,0,100,10000,-0.122000001,7,0,0,0,1,0,9,81,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0.124557383
1419,1419,"Crane, Daniel", Daniel,Crane,14615,96,1979,IL,22,0,0,1978,0,54,2916,0.727999985,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.043072715
1854,1854,"Crane, Daniel", Daniel,Crane,14615,97,1981,IL,22,0,0,1978,0,69,4761,0.727999985,24,0,0,0,0,0,2,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.098108225
2298,2298,"Crane, Daniel", Daniel,Crane,14615,98,1983,IL,19,0,0,1978,0,52,2704,0.727999985,22,0,0,0,0,0,3,9,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,10,1,0,0,0,0.171120167
90,90,"Crane, Philip", Philip,Crane,12041,93,1973,IL,12,0,0,1969,0,74,5476,0.739000022,24,0,0,0,0,0,3,9,0,0,0,0,0,0,0,32,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0.166422769
535,535,"Crane, Philip", Philip,Crane,12041,94,1975,IL,12,0,0,1969,0,61,3721,0.740999997,24,0,0,0,1,0,4,16,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0.401265264
983,983,"Crane, Philip", Philip,Crane,12041,95,1977,IL,12,0,0,1969,0,73,5329,0.742999971,24,0,0,0,1,0,5,25,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0.460243374
1420,1420,"Crane, Philip", Philip,Crane,12041,96,1979,IL,12,0,0,1969,0,80,6400,0.745000005,24,0,0,0,1,0,6,36,0,0,1,0,0,0,0,35,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0.398422629
1855,1855,"Crane, Philip", Philip,Crane,12041,97,1981,IL,12,0,0,1969,0,74,5476,0.746999979,24,0,0,0,1,0,7,49,0,0,1,0,0,0,0,53,6,1,0,0,1,0,0,0,0,55,6,1,0,0,1.107030869
2299,2299,"Crane, Philip", Philip,Crane,12041,98,1983,IL,12,0,0,1969,0,66,4356,0.749000013,22,0,0,0,1,0,8,64,0,0,0,0,0,0,0,57,1,0,0,0,3,0,0,0,0,60,1,0,0,0,0.831444681
2748,2748,"Crane, Philip", Philip,Crane,12041,99,1985,IL,12,0,0,1969,0,78,6084,0.750999987,22,0,0,0,1,0,9,81,0,0,0,0,0,0,0,36,0,0,0,0,1,0,0,0,0,37,0,0,0,0,0.556364
3192,3192,"Crane, Philip", Philip,Crane,12041,100,1987,IL,12,0,0,1969,0,78,6084,0.753000021,22,0,0,0,1,0,10,100,0,0,0,0,0,0,0,41,0,0,0,0,1,0,0,0,0,42,0,0,0,0,0.638670862
3633,3633,"Crane, Philip", Philip,Crane,12041,101,1989,IL,12,0,0,1969,0,75,5625,0.755999982,22,0,0,0,1,0,11,121,0,0,0,0,0,0,0,40,2,1,0,0,1,0,0,0,0,41,2,1,0,0,0.781137705
4085,4085,"Crane, Philip", Philip,Crane,12041,102,1991,IL,12,0,0,1969,0,82,6724,0.758000016,22,0,0,0,1,0,12,144,0,0,1,1,1,0,0,35,1,1,1,1,1,0,0,0,0,37,2,2,1,1,1.222310543
4529,4529,"Crane, Philip", Philip,Crane,12041,103,1993,IL,8,0,0,1969,0,56,3136,0.75999999,20,0,0,0,1,0,13,169,0,0,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,26,1,0,0,0,0.45750168
4978,4978,"Crane, Philip", Philip,Crane,12041,104,1995,IL,8,0,1,1969,0,65,4225,0.762000024,20,0,0,1,1,0,14,196,0,0,8,8,6,6,5,26,5,2,1,1,0,0,0,0,0,34,13,8,7,6,8.478765488
5423,5423,"Crane, Philip", Philip,Crane,12041,105,1997,IL,8,0,1,1969,0,62,3844,0.763999999,20,0,0,1,1,0,15,225,0,0,3,3,1,1,0,31,6,5,3,0,0,0,0,0,0,34,9,6,4,0,3.299806595
5873,5873,"Crane, Philip", Philip,Crane,12041,106,1999,IL,8,0,1,1969,0,69,4761,0.765999973,20,0,0,1,1,0,16,256,0,0,4,3,3,2,1,25,1,1,1,1,0,0,0,0,0,29,4,4,3,2,3.027981043
6311,6311,"Crane, Philip", Philip,Crane,12041,107,2001,IL,8,0,1,1969,0,61,3721,0.768000007,20,0,0,1,1,0,17,289,0,0,4,3,3,2,1,28,1,1,1,0,0,0,0,0,0,32,4,4,3,1,3.518120527
6763,6763,"Crane, Philip", Philip,Crane,12041,108,2003,IL,8,0,1,1969,0,57,3249,0.769999981,19,0,0,1,1,0,18,324,0,0,1,0,0,0,0,18,1,3,3,1,1,0,0,0,0,20,1,3,3,1,1.459470034
4530,4530,"Crapo, Mike", Mike,Crapo,29345,103,1993,ID,2,0,0,1992,0,61,3721,0.512000024,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,4,2,1,0,0,0.278125703
4979,4979,"Crapo, Mike", Mike,Crapo,29345,104,1995,ID,2,0,1,1992,0,75,5625,0.512000024,2,0,0,0,0,0,2,4,0,0,1,1,1,1,0,7,1,1,1,0,1,0,0,0,0,9,2,2,2,0,1.071745992
5424,5424,"Crapo, Mike", Mike,Crapo,29345,105,1997,ID,2,0,1,1992,0,69,4761,0.512000024,2,0,0,0,0,0,3,9,0,0,0,0,0,0,0,9,2,1,1,1,0,0,0,0,0,9,2,1,1,1,0.925466001
8559,8560,"Cravaack, Chip", Chip,Cravaack,21146,112,2011,MN,8,0,1,2010,0,48,2304,0.561999977,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,4,4,4,2,1,1,1,1,1,9,5,5,5,3,2.808936357
8560,8561,"Crawford, Eric", Eric,Crawford,21106,112,2011,AR,1,0,1,2010,0,52,2704,0.421000004,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0,9,1,1,1,0,0.525333524
4980,4980,"Cremeans, Frank", Frank,Cremeans,29551,104,1995,OH,6,0,1,1994,0,51,2601,0.416000009,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,8,2,0,0,0,0.306865424
6312,6312,"Crenshaw, Ander", Ander,Crenshaw,20111,107,2001,FL,4,0,1,2000,0,67,4489,0.488999993,23,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,3,0,1,1,1,0.60662365
6764,6764,"Crenshaw, Ander", Ander,Crenshaw,20111,108,2003,FL,4,0,1,2000,0,100,10000,0.488999993,25,0,0,0,1,1,2,4,0,0,0,0,0,0,0,5,1,1,1,1,0,0,0,0,0,5,1,1,1,1,0.712294281
7207,7207,"Crenshaw, Ander", Ander,Crenshaw,20111,109,2005,FL,4,0,1,2000,0,100,10000,0.488999993,25,0,0,0,1,1,3,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.083913438
7656,7656,"Crenshaw, Ander", Ander,Crenshaw,20111,110,2007,FL,4,0,0,2000,0,70,4900,0.488999993,25,0,0,0,1,0,4,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.012533622
8110,8110,"Crenshaw, Ander", Ander,Crenshaw,20111,111,2009,FL,4,0,0,2000,0,65,4225,0.51700002,25,0,0,0,1,0,5,25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,2,1,1,1,1,0.163978308
8561,8562,"Crenshaw, Ander", Ander,Crenshaw,20111,112,2011,FL,4,0,1,2000,0,77,5929,0.505999982,25,0,0,1,1,0,6,36,0,0,1,1,1,1,0,3,1,1,1,0,0,0,0,0,0,4,2,2,2,0,1.280738354
8111,8111,"Critz, Mark", Mark,Critz,20960,111,2009,PA,12,1,1,2010,0,53,2809,-0.277999997,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,2,2,2,2,2,6,2,2,2,2,0.355867922
8562,8563,"Critz, Mark", Mark,Critz,20960,112,2011,PA,12,1,0,2010,0,51,2601,-0.277999997,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,6,1,1,0,0,0.308437914
1856,1856,"Crockett, George", George,Crockett,14681,97,1981,MI,13,1,1,1980,0,92,8464,-0.58099997,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,2300,"Crockett, George", George,Crockett,14681,98,1983,MI,13,1,1,1980,0,88,7744,-0.624000013,18,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,2749,"Crockett, George", George,Crockett,14681,99,1985,MI,13,1,1,1980,0,87,7569,-0.667999983,18,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,3193,"Crockett, George", George,Crockett,14681,100,1987,MI,13,1,1,1980,0,85,7225,-0.711000025,18,0,0,1,0,0,4,16,0,0,1,0,0,0,0,3,2,1,1,1,0,0,0,0,0,4,2,1,1,1,0.56701678
3634,3634,"Crockett, George", George,Crockett,14681,101,1989,MI,13,1,1,1980,0,87,7569,-0.754999995,18,0,0,1,0,0,5,25,0,0,0,0,0,0,0,9,2,2,2,0,0,0,0,0,0,9,2,2,2,0,0.633552134
91,91,"Cronin, Paul", Paul,Cronin,14012,93,1973,MA,5,0,0,1972,0,45,2025,-0.015,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,55,1,1,1,1,4,1,1,1,1,59,2,2,2,2,0.844029129
5874,5874,"Crowley, Joseph", Joseph,Crowley,29925,106,1999,NY,7,1,0,1998,0,69,4761,-0.39199999,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.169632271
6313,6313,"Crowley, Joseph", Joseph,Crowley,29925,107,2001,NY,7,1,0,1998,0,72,5184,-0.40200001,31,0,0,0,0,0,2,4,0,0,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,11,1,0,0,0,0.278169274
6765,6765,"Crowley, Joseph", Joseph,Crowley,29925,108,2003,NY,7,1,0,1998,0,73,5329,-0.412,29,0,0,0,0,0,3,9,0,1,0,0,0,0,0,6,0,0,0,0,2,1,1,1,0,8,1,1,1,0,0.177998871
7208,7208,"Crowley, Joseph", Joseph,Crowley,29925,109,2005,NY,7,1,0,1998,0,81,6561,-0.421000004,29,0,0,0,0,0,4,16,0,1,0,0,0,0,0,6,0,0,0,0,2,0,1,1,1,8,0,1,1,1,0.200553641
7657,7657,"Crowley, Joseph", Joseph,Crowley,29925,110,2007,NY,7,1,1,1998,0,84,7056,-0.430999994,29,0,0,0,1,0,5,25,1,0,0,0,0,0,0,16,0,0,0,0,2,0,1,1,1,18,0,1,1,1,0.310596824
8112,8112,"Crowley, Joseph", Joseph,Crowley,29925,111,2009,NY,7,1,1,1998,0,85,7225,-0.405000001,29,0,0,0,1,0,6,36,1,0,0,0,0,0,0,22,0,1,1,1,4,1,2,2,1,26,1,3,3,2,1.132663369
8563,8564,"Crowley, Joseph", Joseph,Crowley,29925,112,2011,NY,7,1,0,1998,0,81,6561,-0.412,29,0,0,0,1,0,7,49,0,1,0,0,0,0,0,8,0,0,0,0,1,1,1,1,1,9,1,1,1,1,0.281851888
4981,4981,"Cubin, Barbara", Barbara,Cubin,29584,104,1995,WY,1,0,1,1994,1,53,2809,0.573000014,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,3,2,1,1,0,0.513619006
5425,5425,"Cubin, Barbara", Barbara,Cubin,29584,105,1997,WY,1,0,1,1994,1,55,3025,0.579999983,1,0,0,1,0,0,2,4,0,0,0,0,0,0,0,7,5,4,4,3,2,1,1,1,0,9,6,5,5,3,2.65120244
5875,5875,"Cubin, Barbara", Barbara,Cubin,29584,106,1999,WY,1,0,1,1994,1,58,3364,0.587000012,1,0,0,1,0,0,3,9,0,0,0,0,0,0,0,13,6,6,6,3,2,0,0,0,0,15,6,6,6,3,2.663934469
6314,6314,"Cubin, Barbara", Barbara,Cubin,29584,107,2001,WY,1,0,1,1994,1,67,4489,0.593999982,1,0,0,1,0,0,4,16,1,0,0,0,0,0,0,12,4,2,2,0,2,0,1,1,1,14,4,3,3,1,1.297358036
6766,6766,"Cubin, Barbara", Barbara,Cubin,29584,108,2003,WY,1,0,1,1994,1,61,3721,0.601000011,1,0,0,1,0,0,5,25,0,0,0,0,0,0,0,12,4,3,2,0,1,0,0,0,0,13,4,3,2,0,1.250991225
7209,7209,"Cubin, Barbara", Barbara,Cubin,29584,109,2005,WY,1,0,1,1994,1,55,3025,0.60799998,1,0,0,0,0,0,6,36,0,0,0,0,0,0,0,22,3,3,1,1,5,1,1,1,1,27,4,4,2,2,1.5883075
7658,7658,"Cubin, Barbara", Barbara,Cubin,29584,110,2007,WY,1,0,0,1994,1,55,3025,0.61500001,1,0,0,0,0,0,7,49,0,0,0,0,0,0,0,12,1,1,1,0,2,1,1,1,1,14,2,2,2,1,0.544735491
7210,7210,"Cuellar, Henry", Henry,Cuellar,20533,109,2005,TX,28,1,0,2004,0,59,3481,-0.209000006,32,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.002797115
7659,7659,"Cuellar, Henry", Henry,Cuellar,20533,110,2007,TX,28,1,1,2004,0,NA,NA,-0.209000006,32,0,0,1,0,0,2,4,0,0,0,0,0,0,0,13,2,1,1,0,1,0,1,1,1,14,2,2,2,1,0.6243276
8113,8113,"Cuellar, Henry", Henry,Cuellar,20533,111,2009,TX,28,1,1,2004,0,69,4761,-0.192000002,32,0,0,1,0,0,3,9,0,0,0,0,0,0,0,13,3,2,2,2,3,2,2,2,1,16,5,4,4,3,1.994210005
8564,8565,"Cuellar, Henry", Henry,Cuellar,20533,112,2011,TX,28,1,0,2004,0,56,3136,-0.192000002,32,0,0,0,0,0,4,16,0,0,0,0,0,0,0,9,2,2,2,1,1,0,1,1,1,10,2,3,3,2,1.537192225
6315,6315,"Culberson, John", John,Culberson,20139,107,2001,TX,7,0,1,2000,0,74,5476,0.648999989,30,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.015606997
6767,6767,"Culberson, John", John,Culberson,20139,108,2003,TX,7,0,1,2000,0,89,7921,0.648999989,32,0,0,0,1,0,2,4,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0.053127922
7211,7211,"Culberson, John", John,Culberson,20139,109,2005,TX,7,0,1,2000,0,64,4096,0.648999989,32,0,0,0,1,0,3,9,0,0,0,0,0,0,0,8,1,1,1,0,1,0,0,0,0,9,1,1,1,0,0.480982035
7660,7660,"Culberson, John", John,Culberson,20139,110,2007,TX,7,0,0,2000,0,59,3481,0.648999989,32,0,0,0,1,0,4,16,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.137869835
8114,8114,"Culberson, John", John,Culberson,20139,111,2009,TX,7,0,0,2000,0,56,3136,0.600000024,32,0,0,0,1,0,5,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.013955652
8565,8566,"Culberson, John", John,Culberson,20139,112,2011,TX,7,0,1,2000,0,81,6561,0.583000004,32,0,0,1,1,0,6,36,0,0,2,2,2,2,1,7,1,0,0,0,0,0,0,0,0,9,3,2,2,1,2.782830238
92,92,"Culver, John", John,Culver,10715,93,1973,IA,2,1,1,1964,0,59,3481,-0.305999994,6,0,0,1,0,0,5,25,0,0,1,1,1,1,0,27,1,1,1,0,1,0,0,0,0,29,2,2,2,0,1.021147728
4982,4982,"Cummings, Elijah", Elijah,Cummings,29587,104,1995,MD,7,1,0,1996,0,NA,NA,-0.460000008,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5426,5426,"Cummings, Elijah", Elijah,Cummings,29587,105,1997,MD,7,1,0,1996,0,83,6889,-0.460000008,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,1,1,1,0,1,0,0,0,0,10,1,1,1,0,0.514943123
5876,5876,"Cummings, Elijah", Elijah,Cummings,29587,106,1999,MD,7,1,0,1996,0,86,7396,-0.458999991,8,0,0,0,0,0,2,4,0,0,0,0,0,0,0,8,2,2,2,2,6,0,5,5,5,14,2,7,7,7,1.649956942
6316,6316,"Cummings, Elijah", Elijah,Cummings,29587,107,2001,MD,7,1,0,1996,0,87,7569,-0.458999991,8,0,0,0,0,0,3,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.031213993
6768,6768,"Cummings, Elijah", Elijah,Cummings,29587,108,2003,MD,7,1,0,1996,0,74,5476,-0.458999991,8,0,0,0,0,0,4,16,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0.293933332
